serial,property,apartment,fwVer,fwVerTi,gain,up_ppk,dn_ppk,qual,tnormStddev
77059915,Maple Run MHP,83,362,209,29,347,370,66,
70262116,Whispering Pines Mobile Estates,201,362,209,18,347,392,66,
72391939,Carolina Springs MHP,CSP153-114-LOUCADACT,362,209,28,347,367,66,
72387481,Oaklawn Park HOA,2622EOD,15090,254,20,347,403,66,
70270960,Brighton Court MHP,15,15090,254,24,347,346,66,
72715099,Eastwood Hills MHC,EH6,362,209,36,347,370,66,
75362366,Lake of the Pines Community Association,2210-CLR,15154,260,17,347,352,66,
75362812,Oaklawn Park HOA,2621EOC,15090,254,23,347,375,66,
72719950,Oaklawn Park HOA,3503SOC,15090,254,17,347,384,66,
65831417,Sara Drive MHP,1032,362,209,21,346,355,66,
77056747,Shady Grove,2018-03,362,209,31,346,354,66,
77042119,PW2,3102LINDA,16022,260,19,346,335,66,
72391962,Westview Mobile Estates MHC,227,362,209,23,346,375,66,
72385550,Carolina Springs MHP,CSP115-391-BAINBRIDGECT,362,209,17,346,398,66,
72385493,Backwater MHC,13,17037,344,38,346,327,100,127
72384728,Lakeroad Village RV Park,4,362,209,37,346,377,66,
75370237,Oaklawn Park HOA,2643EOD,15090,254,24,346,372,66,
72381302,Whispering Pines Mobile Estates,136,362,209,27,346,362,66,
79460794,Broken Arrow MHP,6120-198TH-ST,17037,344,44,346,375,100,295
65824792,Forest at Sherman MHC,62,362,209,27,345,347,66,
72392515,Stafford MHC,170,363,219,28,345,356,66,
70268709,Whispering Pines Mobile Estates,234,362,209,22,345,380,66,
70266158,Backwater MHC,19,17032,344,41,345,336,100,254
72382052,Maple Run MHP,81,362,209,18,345,385,66,
72380379,Sunnyvale MHP,112,362,209,21,345,410,66,
75363232,Highlands MHC,6,16022,260,26,345,351,66,
72381724,La Comunidad MHC,90,362,209,41,345,366,66,
65822457,Sara Drive MHP,1009,362,209,23,344,369,66,
65830138,Estancia MHP,131,15147,256,32,344,354,66,
65830286,Oaklawn Park HOA,3590SOC,15090,254,29,344,355,66,
75360238,Paradise Village Cooperative MHC,10,15154,260,24,344,349,66,
70260748,Montgomery St Duplex,2,362,209,30,344,362,66,
72720842,Roosevelt MHC,N,16185,314,35,344,350,100,100
75370955,Noble Estates MHC,501,17037,344,32,344,311,100,4528
65828728,Browns MHP,5,15154,260,23,343,357,66,
77054403,Canada,LVB25,362,209,22,343,382,66,
77054668,Alta Vista MHC,14,363,219,23,343,370,66,
70265416,Oaklawn Park HOA,3454SOC,15090,254,34,343,411,66,0
72714241,Eastwood Hills MHC,EH66,362,209,37,343,364,66,
70268428,Coleman Village,180,15154,260,22,342,359,66,
72388026,Canada,C18TC,362,209,18,342,378,66,
77054692,Canada,B5TC,362,209,32,342,382,66,
70269020,Flower Mound,6,362,209,32,342,353,66,
72721329,Maple Run MHC,73,362,209,19,342,376,66,
72724125,Estancia MHP,74,15147,256,27,342,367,66,
79462642,Ibiza Village,16,17028,343,44,342,343,100,275
65824347,Estancia MHP,127,15147,256,31,341,357,66,
72718291,Azulejo,702,362,209,23,341,382,66,
72717137,Azulejo,801,362,209,23,341,368,66,
72389636,Stafford MHC,125,363,219,33,341,376,66,
72387358,Whispering Pines Mobile Estates,216,362,209,29,341,361,66,
72714944,Freedom MHP,59,363,219,24,341,346,66,
75372696,Big Country Mobile Home & RV Park,3500-E,16130,296,20,341,343,100,47
77057463,Canada,LVC2,362,209,18,340,358,66,
77059543,Oaklawn Park HOA,3592SOC,15090,254,23,340,355,66,
70262314,Carolina Springs MHP,CSP89-1708-GILMOREST,362,209,18,340,380,66,
72721261,Eastwood Hills MHC,EH55,362,209,30,340,359,66,
72722244,Eastwood Hills MHC,EH85,362,209,34,340,347,66,
75361947,Mill Creek Estates,354U,363,219,18,340,366,66,
72719422,Estancia MHP,75,16022,260,38,340,324,66,
70270671,High Street,5,15147,256,20,339,344,66,
70268568,Maple Run MHP,63,362,209,22,339,374,66,
79463434,Lake Charles Duplexes,870B,16022,260,35,339,352,66,
72384413,Stafford MHC,514,363,219,26,339,394,66,
72714878,Maple Run MHC,88,362,209,18,339,377,66,
65825559,Estancia MHP,83,15147,256,35,339,335,66,
77052274,Aurora MHC,19,16022,260,21,338,343,66,
70261860,Aurora MHC,12,16022,260,25,338,330,66,
70269632,Maple Run MHP,136,362,209,22,338,359,66,
70270341,Coleman Village,153,15154,260,22,338,344,66,
72392135,Stafford MHC,562,363,219,35,338,373,66,
72385188,Kachina,16,362,209,20,338,369,66,
72379074,Carolina Springs MHP,CSP25-1728-GIBSONST,362,209,23,338,342,66,
77054270,Roper Center Commercial Bldg,27,15090,254,25,338,374,66,
70273576,Whispering Pines Mobile Estates,215,16022,260,23,338,331,66,
72721253,Eastwood Hills MHC,TR325,362,209,23,338,355,66,
70267891,Estancia MHP,170,15147,256,30,338,373,66,
65830708,Oaklawn Park HOA,3407SOC,15090,254,22,337,342,66,
75374791,Paradise Village Cooperative MHC,23,15154,260,22,337,364,66,
70267552,Eastwood Hills MHC,EH103,362,209,29,337,372,66,
72387754,Roper Center Commercial Bldg,35,15090,254,22,337,376,66,
72387630,Flower Mound MHC,33,362,209,39,337,368,66,
72387606,Sunnyvale MHP,110,362,209,18,337,344,66,
70266810,Terrace on the Greens,19,362,209,25,337,360,66,
75363315,Oaklawn Park HOA,3436SOC,15090,254,17,337,355,66,
72717756,Oaklawn Park HOA,3370SOC,15090,254,23,337,351,66,
65830385,Alta Vista MHC,44,16131,296,20,337,334,100,31
65831185,Oaklawn Park HOA,2617EOC,15090,254,33,336,330,66,
75360428,Coleman Village MHC,144,15154,260,26,336,331,66,
70261688,Sara Drive MHP,1006,362,209,22,336,360,66,
70263205,Whispering Pines Mobile Estates,510,362,209,17,336,349,66,
72380684,Grand Central MHP,1893,16022,260,28,336,326,66,
72723192,Freedom MHP,48,16022,260,26,336,340,66,
75361772,Mill Creek Estates,545V,363,219,17,336,362,66,
75368447,Parkwood,3126LINDA,16022,260,26,336,333,66,
70266190,Lakeroad Village RV Park,6,362,209,26,335,364,66,
77061515,Canada,F10ATC,362,209,33,335,358,66,
70273071,Carolina Springs MHP,CSP137-1839-BLAKEST,362,209,20,335,359,66,
70266273,Dorr Drive MHP,2,15085,254,24,335,359,66,
77054205,Papa Ken,MAIN,362,209,39,335,364,66,
75363117,Oaklawn Park HOA,3420SOC,15090,254,25,335,353,66,
79460539,Parkwood,3362DONNA,16022,260,23,335,350,66,
65829171,Fair Meadows MHC,190,16022,260,35,334,329,66,
70270242,High Street,4,15147,256,22,334,323,66,
70259658,Aurora MHC,161,16022,260,21,334,342,66,
72390766,Whispering Pines Mobile Estates,412,362,209,18,334,361,66,
72387192,Canada,B11TC,362,209,23,334,353,66,
75374049,Estancia MHP,25,15147,256,26,334,349,66,
72714506,Alta Vista MHC,39,363,219,35,334,379,66,
65827688,Estancia MHP,129,15147,256,18,333,335,66,
70269392,Maple Run MHP,42,362,209,17,333,370,66,
72388885,Fair Meadows MHC,202,16022,260,22,333,336,66,
77036871,Canada,LVA21,362,209,25,333,361,66,
70259229,Whispering Pines Mobile Estates,712,362,209,21,333,357,66,
70272834,Carolina Springs MHP,CSP138-1837-BLAKEST,362,209,23,333,333,66,
72379298,La Comunidad MHC,1,362,209,31,333,352,66,
72379058,La Comunidad MHC,110,362,209,33,333,360,66,
72378647,Whispering Pines Mobile Estates,236,362,209,21,333,359,66,
65822440,Sara Drive MHP,1045,362,209,32,332,349,66,
65831391,Forest at Sherman MHC,92,362,209,39,332,346,66,
65827001,Estancia MHP,34,15147,256,29,332,336,66,
65829924,Sara Drive MHP,1024,362,209,34,332,334,66,
77058016,Oaklawn Park HOA,3428SOC,15090,254,20,332,344,66,
77060046,Canada,B13TC,16022,260,23,332,336,66,
72714100,103 West Broadway,117-3,362,209,35,332,342,66,
70265366,High Street,9,15147,256,17,332,349,66,
72392960,Stafford MHC,162,363,219,28,332,366,66,
72384256,Sunnyvale MHP,120,362,209,18,332,335,66,
72380338,Grand Central MHP,2,15090,254,26,332,359,66,
75373777,Estancia MHP,151,15147,256,29,332,331,66,
75362556,Mill Creek Estates,388L,363,219,17,332,359,66,
68588126,PW2,5188JOHN,16022,260,19,331,335,66,
77057661,Kingsbrook MHC,782AM,16022,260,25,331,327,66,
70258387,Aurora MHC,261,16022,260,23,331,330,66,
70265812,Maple Run MHP,97,362,209,18,331,387,66,
70264237,Ontario Place MHC,1,16022,260,17,331,362,66,
77055046,Canada,LVB4,362,209,17,331,337,66,
65831292,Aurora MHC,6,16131,296,25,331,323,100,85
72387549,Grand Central MHP,10,15090,254,29,331,342,66,
72387671,Grand Central MHP,15,16022,260,33,331,326,66,
72381625,Fair Meadows MHC,255,16022,260,18,331,347,66,
72714928,Big Country Mobile Home & RV Park,3609-D,16130,296,25,331,337,100,117
75367175,Oaklawn Park HOA,3350SOC,15090,254,24,331,341,66,
75374858,Paradise Village Cooperative MHC,4,15154,260,26,330,338,66,
77061648,Canada,LVA22,362,209,32,330,421,66,
70271067,Oaklawn Park HOA,3343SOC,15090,254,23,330,348,66,
77059196,PW2,3246MARY,16022,260,35,330,327,66,
72722806,Estancia MHP,71,15147,256,28,330,348,66,
72381823,Whispering Pines Mobile Estates,604,362,209,18,330,327,66,
72378746,Carolina Springs MHP,CSP118-1741-GILMOREST,362,209,32,330,356,66,
72715701,Eastwood Hills MHC,TR338,16022,260,33,330,344,66,
77041368,Oaklawn Park HOA,3491SOC,15090,254,28,329,356,66,
70258569,Aurora MHC,121,16022,260,18,329,348,66,
70268543,Coleman Village,164,15154,260,25,329,334,66,
72723614,Stafford MHC,219,16022,260,26,329,334,66,
70261548,La Comunidad MHC,47,362,209,27,329,370,66,
65824289,The Oaks MHC,4,16131,296,35,328,342,100,103
65830013,Parkway MHC,39,16022,260,26,328,317,66,
75373413,Paradise Village Cooperative MHC,3,15154,260,29,328,340,66,
70266729,Aurora MHC,262,16022,260,26,328,326,66,
77059766,PW2,3126CHARI,16022,260,22,328,321,66,
72380122,Westview Mobile Estates MHC,239,362,209,17,328,348,66,
72381948,Mountaineer Village MHC,23,15085,254,22,328,370,66,
72379330,Mountaineer Village MHC,6,15085,254,17,328,315,66,
77055616,Canada,LVA2,362,209,18,328,348,66,
72722814,Parker MHC,43,362,209,32,328,344,66,
75361491,Estancia MHP,64,15147,256,28,328,341,66,
70262595,Browns MHP,41,15154,260,41,327,330,66,
72388547,Stafford MHC,305,16131,296,30,327,317,100,138
72386020,Canada,LVB3,362,209,41,327,361,66,
72722335,Midtown MHP,7,15090,254,26,327,360,66,
75368355,Estancia MHP,23,15147,256,26,327,335,66,
72722277,Maple Run MHC,109,362,209,22,327,349,66,
65824222,Lantana Trail,3612-1,15154,260,25,326,329,66,
77054882,Aurora MHC,199,16022,260,28,326,334,66,
70271281,Forest at Sherman MHC,67,362,209,30,326,346,66,
70258627,Stafford MHC,574,363,219,30,326,364,66,
70263577,Carolina Springs MHP,CSP80-1744-GILMOREST,362,209,21,326,362,66,
70262900,Mountaineer Village MHC,8,15085,254,24,326,366,66,
75372431,Estancia MHP,116,15147,256,28,326,366,66,
75372506,Oaklawn Park HOA,3408SOC,15090,254,27,326,385,66,
75367118,Oaklawn Park HOA,2641EOD,15090,254,20,326,325,66,
72718598,Westmoreland,400-D,15154,260,27,325,298,66,
72381906,Carolina Springs MHP,CSP128-1885-BLAKEST,16022,260,32,325,322,66,
72378985,Fair Meadows MHC,136,16022,260,32,325,320,66,
65824909,Alta Vista MHC,6,363,219,23,324,376,66,
65829155,Forest at Sherman MHC,82,362,209,36,324,345,66,
77057174,Downtown Metro,203,362,209,35,324,348,66,
77056135,Parkway MHC,20,16022,260,18,324,320,66,
72387002,La Comunidad MHC,87,362,209,21,324,335,66,
72722178,Wildwood Estates MHC,A11,362,209,33,324,344,66,
72723986,Oaklawn Park HOA,2618EOC,15090,254,21,324,351,66,
72386731,Stafford MHC,135,16131,296,40,324,334,100,164
70273014,Mountaineer Village MHC,11,15085,254,18,323,316,66,
72383738,Whispering Pines Mobile Estates,214,16131,296,30,323,311,100,84
72378563,Flower Mound MHC,34,362,209,33,323,326,66,
72714647,Paradise Village Cooperative MHC,32,15154,260,17,323,331,66,
75374668,Midtown MHP,3,15090,254,21,323,335,66,
79463632,Virginia Beach,191,17037,344,38,323,313,100,130
72715065,Azulejo,1003,362,209,23,322,357,66,
70258437,Maple Run MHP,131,362,209,30,322,350,66,
72381187,Whispering Pines Mobile Estates,715,362,209,26,322,343,66,
70262132,Carolina Springs MHP,CSP130-1877-BLAKEST,362,209,17,322,350,66,
70260490,East Barre MHP,6,362,209,28,322,324,66,
72381153,Maple Run MHP,104,362,209,22,322,344,66,
72716568,Wildwood Estates MHC,A1,362,209,39,322,338,66,
79460588,Oaklawn Park HOA,3596SOC,15090,260,23,322,324,66,
75370351,Oaklawn Park HOA,3551SOC,15090,254,28,322,345,66,
75368546,Estancia MHP,24,15147,256,32,322,310,66,
65822895,Shenandoah Dr Triplex,11,362,209,24,321,332,66,
65825880,Sara Drive MHP,1041,362,209,29,321,341,66,
77060129,Parkway MHC,55,16022,260,25,321,318,66,
70269731,Oaklawn Park HOA,3426SOC,15090,254,24,321,335,66,
72379470,Whispering Pines Mobile Estates,803,362,209,18,321,351,66,
70269715,Flower Mound,5,362,209,28,321,338,66,
65830906,Oakwood MHP,42,16022,260,23,320,324,66,
77055517,Downtown Metro,103,362,209,33,320,330,66,
75365690,Fair Meadows MHC,286,16022,260,32,320,312,66,
72385535,Kachina,10,362,209,25,320,361,66,
70269400,Sunnyvale MHP,111,362,209,22,320,347,66,
72718861,Parker MHC,5,362,209,32,320,345,66,
72718200,Freedom MHP,54,363,219,29,320,338,66,
75370559,Oaklawn Park HOA,3345SOC,15090,254,26,320,348,66,
65831706,Oakwood MHP,12,16022,260,17,319,306,66,
77059899,Parkway MHC,60,16022,260,24,319,317,66,
70267115,Estancia MHP,159,15147,256,33,319,339,66,
72388992,Stafford MHC,143,363,219,23,319,361,66,
70266505,Carolina Springs MHP,CSP114-390-BAINBRIDGECT,362,209,30,319,339,66,
75371458,Oaklawn Park HOA,2634EOD,15090,254,23,319,366,66,
72723648,Oaklawn Park HOA,3469SOC,15090,254,18,319,349,66,
77056549,Aurora MHC,176,16022,260,24,319,322,66,
79463137,Fair Lane MHC,21,16131,296,45,318,323,100,283
77029082,Kingsbrook MHC,3201W,16131,296,25,318,317,100,77
79465850,Paradise Village Cooperative MHC,33,15154,260,17,318,330,66,
75372381,Estancia MHP,139,15147,256,26,318,343,66,
72714654,Lake of the Pines Community Association,107-ASP,16022,260,17,318,328,66,
77057786,Forest at Sherman MHC,57,362,209,39,317,322,66,
77055301,Canada,LVJ5,362,209,21,317,344,66,
70265044,Kingsbrook MHC,760FA,16022,260,18,317,313,66,
70267636,Coleman Village,106,15154,260,30,317,316,66,
75372159,Oaklawn Park HOA,3372SOC,15090,254,30,317,338,66,
65831722,Fair Meadows MHC,6155,16022,260,26,316,321,66,
65822556,Estancia MHP,88,15147,256,30,316,324,66,
72382425,Westview Mobile Estates MHC,217,362,209,22,316,344,66,
72382821,Canada,F16TC,16022,260,41,316,312,66,
65823737,Aurora MHC,122,16022,260,17,316,325,66,
70261670,Mountaineer Village MHC,43,15085,254,31,316,333,66,
72716618,Eastwood Hills MHC,EH94,362,209,18,316,336,66,
70266919,Parker MHC,16,362,209,41,316,336,66,
65823042,Sara Drive MHP,1038,362,209,17,315,322,66,
65825930,PW2,3122LINDA,16022,260,22,315,331,66,
72724430,Paradise Village Cooperative MHC,1,15154,260,18,315,326,66,
77054387,Fowler Apts MF,501,362,209,37,315,379,66,
70270788,Flower Mound,3,362,209,37,315,327,66,
70272438,Eastwood Hills MHC,EH208B,362,209,32,315,325,66,
72722079,Mountaineer Village MHC,25,15085,254,24,315,351,66,
75367142,Lake of the Pines Community Association,2321-WDC,15155,260,22,315,330,66,
72722798,Needham MHP,2 ,362,209,18,314,333,66,
72389156,Stafford MHC,563,16022,260,35,314,313,66,
72717541,Eastwood Hills MHC,EH49,362,209,30,314,335,66,
72716311,Kay Bee Mobile Villa MHP,64,16131,296,20,314,310,100,137
75361582,Oaklawn Park HOA,3547SOC,16022,260,24,314,301,66,
65822010,Estancia MHP,133,15147,256,32,313,325,66,
70260623,Aurora MHC,27,16022,260,17,313,316,66,
70261886,Estancia MHP,111,15147,256,25,313,323,66,
70259427,PW2,3122CHARI,16022,260,18,313,306,66,
65825302,Aurora MHC,133,16022,260,24,313,317,66,
77053900,Canada,LVB7,362,209,28,313,323,66,
72718762,Wildwood Estates MHC,48,362,209,26,313,341,66,
65822788,Parkway MHC,2,16022,260,41,312,307,66,
70268394,Maple Run MHP,30,362,209,23,312,334,66,
77055020,Canada,LVB2,362,209,22,312,350,66,
72379488,Broadway MHP DesMoines,19,17037,344,44,312,295,100,252
72722889,Eastwood Hills MHC,EH80,362,209,41,312,325,66,
72719976,Kay Bee Mobile Villa MHP,96,16131,296,25,312,315,100,103
72713771,Estancia MHP,126,15147,256,29,312,354,66,
70272651,Wildwood Village MHC,20,362,209,32,312,303,66,
75373322,Estancia MHP,132,15147,256,32,312,329,66,
65826292,PW2,3394DONNA,16022,260,17,311,310,66,
65828314,W Poplar St Triplex,2,362,209,25,311,324,66,
72383514,Westview Mobile Estates MHC,13,362,209,18,311,312,66,
70263510,Whispering Pines Mobile Estates,541,362,209,23,311,341,66,
77058529,Canada,LVA8,362,209,21,311,345,66,
70268246,Sunnyvale MHP,128,362,209,17,311,341,66,
72381450,La Comunidad MHC,29,16022,260,25,311,311,66,
72714381,Eastwood Hills MHC,EH29,362,209,30,311,328,66,
75363745,Oaklawn Park HOA,2633EOC,15090,254,19,311,336,66,
65823067,Eastwood Hills MHC,EH69,362,209,33,310,316,66,
72385907,Stafford MHC,215,363,219,41,310,298,66,
72387382,Flower Mound MHC,26,362,209,28,310,340,66,
75364966,Midtown MHP,4,15090,254,23,310,336,66,
72722145,Azulejo,1402,362,209,41,309,351,66,
70267719,Kingsbrook MHC,2607T,16022,260,24,309,307,66,
72719885,Kay Bee Mobile Villa MHP,39,16131,296,20,309,311,100,66
79462568,Backcountry MHC,44,16022,260,24,308,297,66,
65823851,Maple Run MHC,80,362,209,22,308,335,66,
77058602,Hydetown Mobile Estates,14,15091,255,18,308,345,66,
70263395,Estancia MHP,33,15147,256,26,308,336,66,
72379116,Whispering Pines Mobile Estates,531,362,209,25,308,373,66,
72391475,Carolina Springs MHP,CSP63-1824-GILMOREST,363,219,18,308,332,66,
72719786,Eastwood Hills MHC,EH56,362,209,37,308,299,66,
65826300,Oaklawn Park HOA,3340SOC,15090,254,23,307,325,66,
65827134,Canada,LVA18,362,209,18,307,346,66,
65828462,Parkway MHC,54,16022,260,28,307,325,66,
77041350,Canada,LVB8,362,209,20,307,344,66,
72379678,La Comunidad MHC,28A,362,209,32,307,310,66,
75362879,Estancia MHP,161,15147,256,35,307,298,66,
65827159,Oaklawn Park HOA,3326SOC,15090,254,21,306,311,66,
72390477,Parkway MHC,63,16022,260,25,306,307,66,
72392242,Stafford MHC,511,363,219,33,306,331,66,
72382557,Westview Mobile Estates MHC,106,362,209,19,306,306,66,
72390543,Westview Mobile Estates MHC,232,362,209,18,306,303,66,
72384132,Green Acres MHC,16,362,209,33,306,316,66,
72716386,Maple Run MHC,114,362,209,23,306,328,66,
70267032,Maple Run MHP,127,362,209,26,306,321,66,
75369031,Parkwood,3364-DONNA,16022,260,18,306,321,66,
70271372,Fair Meadows MHC,270,16022,260,23,305,313,66,
70270614,Stafford MHC,350,363,219,26,305,327,66,
65831896,Wildwood Village MHC,5,362,209,30,304,320,66,
77054064,Canada,LVB12,362,209,22,304,341,66,
70264716,Maple Run MHC,33,362,209,19,304,331,66,
70260599,Kay Bee Mobile Villa MHP,78,16131,296,25,304,299,100,100
72382342,176 N Highland Ave,FLOOR2,16022,260,36,304,306,66,
75361442,Oaklawn Park HOA,3349SOC,15090,254,19,304,314,66,
72391228,Carolina Springs MHP,CSP2-1794-GIBSONST,362,209,30,303,312,66,
72720172,Wildwood Estates MHC,36,362,209,21,303,330,66,
72714233,Wildwood Estates MHC,9,362,209,28,303,321,66,
72713839,Estancia MHP,110,16022,260,22,303,317,66,
77061010,Aurora MHC,216,16022,260,30,302,310,66,
77058032,Arizona Manor,8,362,209,24,302,297,66,
77057380,Oaklawn Park HOA,3374SOC,15090,254,31,302,308,66,
77061085,Canada,LVD4,362,209,20,302,327,66,
70271125,Maple Run MHP,37,362,209,17,302,313,66,
75360543,Roosevelt MHC,2,16185,314,40,302,297,100,196
65827852,Sara Drive MHP,1036,362,209,18,301,304,66,
77029629,Aurora MHC,156,16022,260,17,301,295,66,
77059832,Maple Run MHP,85,362,209,21,301,317,66,
65822846,Estancia MHP,104,15147,256,41,300,299,66,
70269921,Aurora MHC,175,16022,260,41,300,298,66,
70258940,Aurora MHC,165,16022,260,24,300,303,66,
70266935,PW2,3135LINDA,16022,260,17,300,295,66,
70265754,Carolina Springs MHP,CSP86-1720-GILMOREST,362,209,19,300,331,66,
70260615,Flower Mound MHC,35,362,209,26,300,336,66,
70265424,Shenandoah Dr Triplex,12,362,209,34,300,312,66,
72721618,Eastwood Hills MHC,EH95,362,209,30,300,299,66,
75369064,Trans Canada,LVA13,362,209,26,300,311,66,
65824370,PW2,3119LINDA,16022,260,17,299,295,33,
70271398,High Street,6,15147,256,20,299,319,33,
77056127,Canada,LVB13,362,209,18,299,351,33,
70271737,Maple Run MHC,102,362,209,19,299,317,33,
70268071,Maple Run MHP,124,362,209,18,299,309,33,
77061184,Eastwood Hills MHC,TR301,362,209,30,299,320,33,
72724000,Estancia MHP,57,15147,256,28,299,320,33,
79460885,Fair Lane MHC,24,15154,260,27,298,301,33,
77056028,Paradise Village Cooperative MHC,2,15154,260,18,298,292,33,
75371912,Highlands MHC,3A,362,209,23,298,309,33,
75366565,Paradise Village Cooperative MHC,29,15154,260,26,298,300,33,
72389529,Stafford MHC,528,363,219,23,298,341,33,
70269038,La Comunidad MHC,78,362,209,24,298,325,33,
72383068,Whispering Pines Mobile Estates,500,362,209,27,298,322,33,
72714324,Kachina,9,362,0,0,297,325,0,
77036707,Canada,LVA11,362,209,22,297,328,33,
72388133,Stafford MHC,535,363,219,17,297,307,33,
72389123,Stafford MHC,150,16131,296,25,297,290,100,92
77057539,Singing Pines,31,362,209,24,296,287,33,
79455406,Blue Sky Village MHC,24,15154,260,25,296,295,33,
70270994,Maple Run MHP,126,362,209,29,296,311,33,
72387101,Stafford MHC,539,16131,296,30,296,309,100,141
75360741,Freedom MHP,105,363,219,23,296,307,33,
